"Ope Id","Institution Name","Institution City","Institution State","Institution Type And Control","Total Recipients","Total Awards","Year"
"136200","OTERO JUNIOR COLLEGE","LA JUNTA","CO","Public 2 Year",845,2868551,"2013-14"
"136300","REGIS UNIVERSITY","DENVER","CO","Private 4 Year",1658,5606914,"2013-14"
"136500","COLORADO STATE UNIVERSITY-PUEBLO","PUEBLO","CO","Public 4 Year",2216,8988992,"2013-14"
"136800","TRINIDAD STATE JR COLLEGE","TRINIDAD","CO","Public 2 Year",1002,3655563,"2013-14"
"137000","UNIVERSITY OF COLORADO-BOULDER","BOULDER","CO","Public 4 Year",4711,19339797,"2013-14"
"137100","UNIVERSITY OF DENVER","DENVER","CO","Private 4 Year",1026,4108103,"2013-14"
"137200","WESTERN STATE COLLEGE","GUNNISON","CO","Public 4 Year",649,2650407,"2013-14"
"137400","ALBERTUS MAGNUS COLLEGE","NEW HAVEN","CT","Private 4 Year",729,2764384,"2013-14"
"137800","CENTRAL CONNECTICUT STATE UNIV","NEW BRITAIN","CT","Public 4 Year",3566,13564854,"2013-14"
"137900","CONNECTICUT COLLEGE","NEW LONDON","CT","Private 4 Year",273,1156293,"2013-14"
"138000","WESTERN CONNECTICUT STATE UNIV","DANBURY","CT","Public 4 Year",1785,6984907,"2013-14"
"138500","FAIRFIELD UNIVERSITY","FAIRFIELD","CT","Private 4 Year",536,2201945,"2013-14"
"138900","HOLY APOSTLES COLLEGE & SEMINARY","CROMWELL","CT","Private 4 Year",8,30226,"2013-14"
"139200","MANCHESTER COMMUNITY COLLEGE","MANCHESTER","CT","Public 2 Year",3198,9476691,"2013-14"
"139300","MITCHELL COLLEGE","NEW LONDON","CT","Private 4 Year",337,1384439,"2013-14"
"139700","UNIVERSITY OF NEW HAVEN","WEST HAVEN","CT","Private 4 Year",1235,4901384,"2013-14"
"139800","NORTHWESTERN CT COMMUNITY COLLEGE","WINSTED","CT","Public 2 Year",570,1687246,"2013-14"
"139900","NORWALK COMMUNITY TECHNICAL COLLEGE","NORWALK","CT","Public 2 Year",2494,7786194,"2013-14"
"140100","POST UNIVERSITY","WATERBURY","CT","Proprietary 4 Year",5872,18807163,"2013-14"
"140200","QUINNIPIAC UNIVERSITY","HAMDEN","CT","Private 4 Year",1043,4237564,"2013-14"
"140300","SACRED HEART UNIVERSITY","FAIRFIELD","CT","Private 4 Year",909,3562799,"2013-14"
"140600","SOUTHERN CONNECTICUT STATE UNIV","NEW HAVEN","CT","Public 4 Year",3143,12636814,"2013-14"
"140900","SAINT JOSEPH COLLEGE","WEST HARTFORD","CT","Private 4 Year",373,1487383,"2013-14"
"141400","TRINITY COLLEGE","HARTFORD","CT","Private 4 Year",299,1221434,"2013-14"
"141600","UNIVERSITY OF BRIDGEPORT","BRIDGEPORT","CT","Private 4 Year",1566,5952674,"2013-14"
"141700","UNIVERSITY OF CONNECTICUT-STORRS","STORRS","CT","Public 4 Year",5421,22450575,"2013-14"
"142200","UNIVERSITY OF HARTFORD","WEST HARTFORD","CT","Private 4 Year",1420,5699749,"2013-14"
"142400","WESLEYAN UNIVERSITY","MIDDLETOWN","CT","Private 4 Year",555,2464090,"2013-14"
"142500","EASTERN CONNECTICUT STATE UNIV","WILLIMANTIC","CT","Public 4 Year",1428,5638941,"2013-14"
"142600","YALE UNIVERSITY","NEW HAVEN","CT","Private 4 Year",673,2836487,"2013-14"
"142800","DELAWARE STATE UNIVERSITY","DOVER","DE","Public 4 Year",2065,8820062,"2013-14"
"142900","GOLDEY BEACOM COLLEGE","WILMINGTON","DE","Private 4 Year",191,746701,"2013-14"
"143100","UNIVERSITY OF DELAWARE","NEWARK","DE","Public 4 Year",2531,9913870,"2013-14"
"143300","WESLEY COLLEGE","DOVER","DE","Private 4 Year",766,3188244,"2013-14"
"143400","AMERICAN UNIVERSITY","WASHINGTON","DC","Private 4 Year",1256,5180478,"2013-14"
"143600","CAPITOL COLLEGE","LAUREL","MD","Private 4 Year",176,715960,"2013-14"
"143700","CATHOLIC UNIVERSITY OF AMERICA","WASHINGTON","DC","Private 4 Year",493,1866689,"2013-14"
"144300","GALLAUDET UNIVERSITY","WASHINGTON","DC","Private 4 Year",586,2602941,"2013-14"
"144400","GEORGE WASHINGTON UNIVERSITY","WASHINGTON","DC","Private 4 Year",1505,6369722,"2013-14"
"144500","GEORGETOWN UNIVERSITY","WASHINGTON","DC","Private 4 Year",1015,4283278,"2013-14"
"144800","HOWARD UNIVERSITY","WASHINGTON","DC","Private 4 Year",3436,15076596,"2013-14"
"145900","STRAYER UNIVERSITY","WASHINGTON","DC","Proprietary 4 Year",24257,73074543,"2013-14"
"146000","TRINITY UNIVERSITY","WASHINGTON","DC","Private 4 Year",1333,5364323,"2013-14"
"146600","BARRY UNIVERSITY","MIAMI SHORES","FL","Private 4 Year",2432,9744507,"2013-14"
"146700","BETHUNE COOKMAN UNIVERSITY","DAYTONA BEACH","FL","Private 4 Year",3122,14381837,"2013-14"
"146800","ST THOMAS UNIVERSITY","MIAMI GARDENS","FL","Private 4 Year",555,2462788,"2013-14"
"146900","FLORIDA INSTITUTE OF TECHNOLOGY","MELBOURNE","FL","Private 4 Year",3209,10677317,"2013-14"
"147000","EASTERN FLORIDA STATE COLLEGE","COCOA","FL","Public 4 Year",8087,25939600,"2013-14"
"147100","COLLEGE OF CENTRAL FLORIDA","OCALA","FL","Public 4 Year",5666,19075598,"2013-14"
"147200","CHIPOLA  COLLEGE","MARIANNA","FL","Public 4 Year",1024,3583302,"2013-14"
"147500","DAYTONA STATE COLLEGE","DAYTONA BEACH","FL","Public 4 Year",9348,30179189,"2013-14"
"147700","EDISON STATE COLLEGE","FORT MYERS","FL","Public 4 Year",7532,24932610,"2013-14"
"147800","EDWARD WATERS COLLEGE","JACKSONVILLE","FL","Private 4 Year",762,3463979,"2013-14"
"147900","EMBRY-RIDDLE AERONAUTICAL UNIV","DAYTONA BEACH","FL","Private 4 Year",4808,15493487,"2013-14"
"148000","FLORIDA A & M UNIVERSITY","TALLAHASSEE","FL","Public 4 Year",5918,25962496,"2013-14"
"148100","FLORIDA ATLANTIC UNIVERSITY","BOCA RATON","FL","Public 4 Year",11327,42811433,"2013-14"
"148200","FLORIDA COLLEGE","TEMPLE TERRACE","FL","Private 4 Year",186,742867,"2013-14"
"148400","FLORIDA STATE COLLEGE AT JACKSONVILLE","JACKSONVILLE","FL","Public 4 Year",14244,44864249,"2013-14"
"148500","FLORIDA KEYS COMMUNITY COLLEGE","KEY WEST","FL","Public 2 Year",431,1384005,"2013-14"
"148600","FLORIDA MEMORIAL UNIVERSITY","MIAMI GARDENS","FL","Private 4 Year",1224,5569457,"2013-14"
"148700","ECKERD COLLEGE","ST PETERSBURG","FL","Private 4 Year",547,2154323,"2013-14"
"148800","FLORIDA SOUTHERN COLLEGE","LAKELAND","FL","Private 4 Year",806,3266916,"2013-14"
"148900","FLORIDA STATE UNIVERSITY","TALLAHASSEE","FL","Public 4 Year",10491,42321228,"2013-14"
"149000","GULF COAST STATE COLLEGE","PANAMA CITY","FL","Public 4 Year",3198,10239760,"2013-14"
"149300","INDIAN RIVER STATE COLLEGE","FORT PIERCE","FL","Public 4 Year",8315,27282547,"2013-14"
"149500","JACKSONVILLE UNIVERSITY","JACKSONVILLE","FL","Private 4 Year",1192,4413206,"2013-14"
"149700","JONES COLLEGE","JACKSONVILLE","FL","Private 4 Year",527,1811498,"2013-14"
"150000","BROWARD COLLEGE- DOWNTOWN CTR","FORT LAUDERDALE","FL","Public 4 Year",29811,94412948,"2013-14"
"150100","FLORIDA GATEWAY COLLEGE","LAKE CITY","FL","Public 4 Year",1391,4400724,"2013-14"
"150200","LAKE SUMTER COMMUNITY COLLEGE","LEESBURG","FL","Public 4 Year",1716,5721864,"2013-14"
"150400","STATE COLLEGE OF FLORIDA, MANATEE-SARASO","BRADENTON","FL","Public 4 Year",5669,18983296,"2013-14"
"150500","LYNN UNIVERSITY","BOCA RATON","FL","Private 4 Year",367,1516406,"2013-14"
"150600","MIAMI DADE COLLEGE ADMINISTRATION ONLY","MIAMI","FL","Public 4 Year",25526,91868312,"2013-14"
"150800","NORTH FLORIDA COMMUNITY COLLEGE","MADISON","FL","Public 2 Year",760,2482539,"2013-14"
"150900","NOVA SOUTHEASTERN UNIVERSITY","FORT LAUDERDALE","FL","Private 4 Year",2492,9990855,"2013-14"
"151000","NORTHWEST FLORIDA STATE COLLEGE","NICEVILLE","FL","Public 4 Year",2770,8668708,"2013-14"
"151200","PALM BEACH COMMUNITY COLLEGE","LAKE WORTH","FL","Public 4 Year",13160,42931578,"2013-14"
"151300","PENSACOLA STATE COLLEGE","PENSACOLA","FL","Public 4 Year",5129,16746059,"2013-14"
"151400","POLK STATE COLLEGE","WINTER HAVEN","FL","Public 4 Year",6684,21178415,"2013-14"
"151500","ROLLINS COLLEGE","WINTER PARK","FL","Private 4 Year",867,3523037,"2013-14"
"151900","SANTA FE COLLEGE","GAINESVILLE","FL","Public 4 Year",6669,22841930,"2013-14"
"152000","SEMINOLE STATE COLLEGE OF FLORIDA","SANFORD","FL","Public 4 Year",9846,33096266,"2013-14"
"152100","SOUTHEASTERN UNIVERSITY","LAKELAND","FL","Private 4 Year",1354,5514326,"2013-14"
"152200","SOUTH FLORIDA COMMUNITY COLLEGE","AVON PARK","FL","Public 4 Year",1588,5289494,"2013-14"
"152300","SAINT JOHNS RIVER STATE COLLEGE","PALATKA","FL","Public 4 Year",3317,11228792,"2013-14"
"152600","SAINT LEO UNIVERSITY","SAINT LEO","FL","Private 4 Year",8623,30069416,"2013-14"
"152800","ST. PETERSBURG COLLEGE","LARGO","FL","Public 4 Year",16427,51808092,"2013-14"
"153100","STETSON UNIVERSITY","DELAND","FL","Private 4 Year",983,4207351,"2013-14"
"153300","TALLAHASSEE COMMUNITY COLLEGE","TALLAHASSEE","FL","Public 2 Year",7383,26536112,"2013-14"
"149904","EVEREST UNIVERSITY - TAMPA","TAMPA","FL","Proprietary 4 Year",4826,18038449,"2013-14"
"153500","UNIVERSITY OF FLORIDA","GAINESVILLE","FL","Public 4 Year",11493,47643003,"2013-14"
"153600","UNIVERSITY OF MIAMI","CORAL GABLES","FL","Private 4 Year",2037,8660207,"2013-14"
"153700","UNIVERSITY OF SOUTH FLORIDA","TAMPA","FL","Public 4 Year",16431,64238085,"2013-14"
"153800","UNIVERSITY OF TAMPA","TAMPA","FL","Private 4 Year",1690,7002149,"2013-14"
"154000","WEBBER INTERNATIONAL UNIVERSITY","BABSON PARK","FL","Private 4 Year",587,2520802,"2013-14"
"154100","ABRAHAM BALDWIN AGRICULTURAL CLG","TIFTON","GA","Public 4 Year",1769,6725174,"2013-14"
"154200","AGNES SCOTT COLLEGE","DECATUR","GA","Private 4 Year",400,1781644,"2013-14"
"154300","DARTON COLLEGE","ALBANY","GA","Public 4 Year",4225,15224292,"2013-14"
"154400","ALBANY STATE UNIVERSITY","ALBANY","GA","Public 4 Year",2819,12374358,"2013-14"
"154500","ANDREW COLLEGE","CUTHBERT","GA","Private 2 Year",199,932544,"2013-14"
"154600","ARMSTRONG ATLANTIC STATE UNIVERSITY","SAVANNAH","GA","Public 4 Year",3066,11795434,"2013-14"
"154700","POINT UNIVERSITY","EAST POINT","GA","Private 4 Year",884,3734333,"2013-14"
"155400","BERRY COLLEGE","MOUNT BERRY","GA","Private 4 Year",564,2316414,"2013-14"
"155500","THOMAS UNIVERSITY","THOMASVILLE","GA","Private 4 Year",501,1757780,"2013-14"
"155600","BRENAU UNIVERSITY","GAINESVILLE","GA","Private 4 Year",1102,4022370,"2013-14"
"155700","BREWTON PARKER COLLEGE","MOUNT VERNON","GA","Private 4 Year",328,1377671,"2013-14"
"155800","COLLEGE OF COASTAL GEORGIA","BRUNSWICK","GA","Public 4 Year",1865,6776918,"2013-14"
"155900","CLARK ATLANTA UNIVERSITY","ATLANTA","GA","Private 4 Year",2076,9070750,"2013-14"
"156100","COLUMBUS STATE UNIVERSITY","COLUMBUS","GA","Public 4 Year",3775,14770320,"2013-14"
"156200","GEORGIA PERIMETER COLLEGE","CLARKSTON","GA","Public 2 Year",12813,42159518,"2013-14"
"156300","EMMANUEL COLLEGE","FRANKLIN SPRINGS","GA","Private 4 Year",388,1696326,"2013-14"
"156400","EMORY UNIVERSITY","ATLANTA","GA","Private 4 Year",1673,7487133,"2013-14"
"156600","FORT VALLEY STATE UNIVERSITY","FORT VALLEY","GA","Public 4 Year",2324,10372745,"2013-14"
"156900","GEORGIA INSTITUTE OF TECHNOLOGY","ATLANTA","GA","Public 4 Year",2947,11500363,"2013-14"
"157000","SOUTHERN POLYTECHNIC STATE UNIV","MARIETTA","GA","Public 4 Year",2614,10094898,"2013-14"
"157100","GEORGIA MILITARY COLLEGE","MILLEDGEVILLE","GA","Public 2 Year",6046,18944657,"2013-14"
"157200","GEORGIA SOUTHERN UNIVERSITY","STATESBORO","GA","Public 4 Year",7614,31190756,"2013-14"
"157300","GEORGIA SOUTHWESTERN STATE UNIV","AMERICUS","GA","Public 4 Year",1402,5447034,"2013-14"
"157400","GEORGIA STATE UNIVERSITY","ATLANTA","GA","Public 4 Year",14150,56672249,"2013-14"
"157500","GORDON COLLEGE","BARNESVILLE","GA","Public 4 Year",2671,10112558,"2013-14"
"157700","KENNESAW STATE UNIVERSITY","KENNESAW","GA","Public 4 Year",10234,38913507,"2013-14"
"157800","LAGRANGE COLLEGE","LA GRANGE","GA","Private 4 Year",420,1697356,"2013-14"
"157900","GEORGIA REGENTS UNIVERSITY","AUGUSTA","GA","Public 4 Year",2613,10500179,"2013-14"
"158000","MERCER UNIVERSITY","MACON","GA","Private 4 Year",1982,7933147,"2013-14"
"158100","MIDDLE GEORGIA STATE COLLEGE","COCHRAN","GA","Public 4 Year",4782,17990366,"2013-14"
"158200","MOREHOUSE COLLEGE","ATLANTA","GA","Private 4 Year",1153,4904697,"2013-14"
"158500","UNIVERSITY OF NORTH GEORGIA","DAHLONEGA","GA","Public 4 Year",6404,23007299,"2013-14"
"158600","OGLETHORPE UNIVERSITY","ATLANTA","GA","Private 4 Year",423,1752330,"2013-14"
"158700","PAINE COLLEGE","AUGUSTA","GA","Private 4 Year",765,3457594,"2013-14"
"158800","PIEDMONT COLLEGE","DEMOREST","GA","Private 4 Year",669,2613026,"2013-14"
"158900","REINHARDT UNIVERSITY","WALESKA","GA","Private 4 Year",602,2511385,"2013-14"
"159000","SAVANNAH STATE UNIVERSITY","SAVANNAH","GA","Public 4 Year",3853,16973837,"2013-14"
"159100","SHORTER UNIVERSITY","ROME","GA","Private 4 Year",1497,5915234,"2013-14"
"159200","SOUTH GEORGIA STATE COLLEGE","DOUGLAS","GA","Public 4 Year",1937,7490910,"2013-14"
"159400","SPELMAN COLLEGE","ATLANTA","GA","Private 4 Year",1035,4634887,"2013-14"
"159600","TOCCOA FALLS COLLEGE","TOCCOA FALLS","GA","Private 4 Year",516,2070854,"2013-14"
"159700","TRUETT MCCONNELL COLLEGE","CLEVELAND","GA","Private 4 Year",366,1502576,"2013-14"
"159800","UNIVERSITY OF GEORGIA","ATHENS","GA","Public 4 Year",6665,27540566,"2013-14"
"159900","VALDOSTA STATE UNIVERSITY","VALDOSTA","GA","Public 4 Year",4964,20327012,"2013-14"
"160000","WESLEYAN COLLEGE","MACON","GA","Private 4 Year",239,1059115,"2013-14"
"160100","UNIV OF WEST GEORGIA","CARROLLTON","GA","Public 4 Year",5422,22455930,"2013-14"
"160200","GEORGIA COLLEGE & STATE UNIVERSITY","MILLEDGEVILLE","GA","Public 4 Year",1338,5397015,"2013-14"
"160400","YOUNG HARRIS COLLEGE","YOUNG HARRIS","GA","Private 4 Year",467,1930654,"2013-14"
"160500","CHAMINADE UNIV OF HONOLULU","HONOLULU","HI","Private 4 Year",1033,3873117,"2013-14"
"160600","BRIGHAM YOUNG UNIV-HAWAII CAMPUS","LAIE","HI","Private 4 Year",800,3402863,"2013-14"
"161000","UNIVERSITY OF HAWAII AT MANOA","HONOLULU","HI","Public 4 Year",4572,18639537,"2013-14"
"161100","UNIVERSITY OF HAWAII AT HILO","HILO","HI","Public 4 Year",1741,7417538,"2013-14"
"161200","HONOLULU COMMUNITY COLLEGE","HONOLULU","HI","Public 2 Year",1267,4344102,"2013-14"
"161300","KAPIOLANI COMMUNITY COLLEGE","HONOLULU","HI","Public 2 Year",1871,6607917,"2013-14"
"161400","KAUAI COMMUNITY COLLEGE","LIHUE","HI","Public 2 Year",644,2140562,"2013-14"
"161500","UNIVERSITY OF HAWAII MAUI COLLEGE","KAHULUI","HI","Public 4 Year",2111,6912804,"2013-14"
"161600","BOISE STATE UNIVERSITY","BOISE","ID","Public 4 Year",7123,27154766,"2013-14"
"161700","COLLEGE OF IDAHO, THE","CALDWELL","ID","Private 4 Year",447,1823570,"2013-14"
"161900","COLLEGE OF SOUTHERN IDAHO","TWIN FALLS","ID","Public 2 Year",3221,10945673,"2013-14"
"162000","IDAHO STATE UNIVERSITY","POCATELLO","ID","Public 4 Year",5488,20784799,"2013-14"
"162100","LEWIS-CLARK STATE COLLEGE","LEWISTON","ID","Public 4 Year",1815,7182521,"2013-14"
"162300","NORTH IDAHO COLLEGE","COEUR D'ALENE","ID","Public 2 Year",3185,11071708,"2013-14"
"162400","NORTHWEST NAZARENE UNIVERSITY","NAMPA","ID","Private 4 Year",551,2181456,"2013-14"
"162500","BRIGHAM YOUNG UNIVERSITY-IDAHO","REXBURG","ID","Private 4 Year",12994,52888381,"2013-14"
"162600","UNIVERSITY OF IDAHO","MOSCOW","ID","Public 4 Year",3742,15527457,"2013-14"
"162800","AMERICAN ACADEMY OF ART","CHICAGO","IL","Proprietary 4 Year",227,885389,"2013-14"
"163300","AUGUSTANA COLLEGE","ROCK ISLAND","IL","Private 4 Year",581,2378940,"2013-14"
"163400","AURORA UNIVERSITY","AURORA","IL","Private 4 Year",1447,5721814,"2013-14"
"163600","SOUTHWESTERN ILLINOIS COLLEGE","BELLEVILLE","IL","Public 2 Year",5448,16938651,"2013-14"
"163800","BLACK HAWK COLLEGE","MOLINE","IL","Public 2 Year",2435,7873400,"2013-14"
"163900","BLACKBURN COLLEGE","CARLINVILLE","IL","Private 4 Year",272,1178160,"2013-14"
"164000","PRAIRIE STATE COLLEGE","CHICAGO HEIGHTS","IL","Public 2 Year",3085,9391248,"2013-14"
"164100","BRADLEY UNIVERSITY","PEORIA","IL","Private 4 Year",1182,4721104,"2013-14"
"164300","SPOON RIVER COLLEGE","CANTON","IL","Public 2 Year",696,2555479,"2013-14"
"164800","TRUMAN COLLEGE","CHICAGO","IL","Public 2 Year",3564,11532914,"2013-14"
"164900","RICHARD J DALEY COLLEGE","CHICAGO","IL","Public 2 Year",3400,10975341,"2013-14"
"165000","CITY COLLEGES OF CHICAGO-MALCOLM X","CHICAGO","IL","Public 2 Year",4682,14978735,"2013-14"
"165200","HAROLD WASHINGTON COLLEGE","CHICAGO","IL","Public 2 Year",6471,23337008,"2013-14"
"976700","OLIVE-HARVEY COLLEGE","CHICAGO","IL","Public 2 Year",2967,9827527,"2013-14"
"165400","KENNEDY KING COLLEGE","CHICAGO","IL","Public 2 Year",4731,16263738,"2013-14"
"165500","WRIGHT COLLEGE","CHICAGO","IL","Public 2 Year",5488,16788671,"2013-14"
"166400","UNIVERSITY OF ST FRANCIS","JOLIET","IL","Private 4 Year",660,2599760,"2013-14"
"166500","COLUMBIA COLLEGE","CHICAGO","IL","Private 4 Year",3901,15875129,"2013-14"
"166600","CONCORDIA UNIVERSITY","RIVER FOREST","IL","Private 4 Year",723,2893306,"2013-14"
"166900","DANVILLE AREA COMMUNITY COLLEGE","DANVILLE","IL","Public 2 Year",1321,4117622,"2013-14"
"167100","DEPAUL UNIVERSITY","CHICAGO","IL","Private 4 Year",6136,23404718,"2013-14"
"167400","EASTERN ILLINOIS UNIVERSITY","CHARLESTON","IL","Public 4 Year",3391,13945194,"2013-14"
"167500","ELGIN COMMUNITY COLLEGE","ELGIN","IL","Public 2 Year",3834,11400870,"2013-14"
"167600","ELMHURST COLLEGE","ELMHURST","IL","Private 4 Year",970,3900807,"2013-14"
"167800","EUREKA COLLEGE","EUREKA","IL","Private 4 Year",295,1165122,"2013-14"
"168100","HIGHLAND COMMUNITY COLLEGE","FREEPORT","IL","Public 2 Year",1110,3477474,"2013-14"
"168400","GREENVILLE COLLEGE","GREENVILLE","IL","Private 4 Year",465,1858582,"2013-14"
"168500","HEBREW THEOLOGICAL COLLEGE","SKOKIE","IL","Private 4 Year",270,1283200,"2013-14"
"168800","ILLINOIS COLLEGE","JACKSONVILLE","IL","Private 4 Year",379,1640355,"2013-14"
"169100","ILLINOIS INSTITUTE OF TECHNOLOGY","CHICAGO","IL","Private 4 Year",916,3938560,"2013-14"
"169200","ILLINOIS STATE UNIVERSITY","NORMAL","IL","Public 4 Year",4838,19691624,"2013-14"
"169300","NORTHEASTERN ILLINOIS UNIV","CHICAGO","IL","Public 4 Year",4611,17014779,"2013-14"
"169400","CHICAGO STATE UNIVERSITY","CHICAGO","IL","Public 4 Year",3202,12432536,"2013-14"
"169600","ILLINOIS WESLEYAN UNIVERSITY","BLOOMINGTON","IL","Private 4 Year",382,1633157,"2013-14"
"169900","JOLIET JUNIOR COLLEGE","JOLIET","IL","Public 2 Year",4389,13529987,"2013-14"
"170000","JUDSON UNIVERSITY","ELGIN","IL","Private 4 Year",460,1763145,"2013-14"
"170100","KASKASKIA COLLEGE","CENTRALIA","IL","Public 2 Year",1815,6040275,"2013-14"
"170300","KENDALL COLLEGE","CHICAGO","IL","Proprietary 4 Year",839,2561065,"2013-14"
"170400","KNOX COLLEGE","GALESBURG","IL","Private 4 Year",413,1769954,"2013-14"
"170500","ILLINOIS VALLEY COMMUNITY COLLEGE","OGLESBY","IL","Public 2 Year",1519,4886395,"2013-14"
"170600","LAKE FOREST COLLEGE","LAKE FOREST","IL","Private 4 Year",545,2363877,"2013-14"
"170700","LEWIS UNIVERSITY","ROMEOVILLE","IL","Private 4 Year",1538,6091347,"2013-14"
"170800","LINCOLN CHRISTIAN UNIVERSITY","LINCOLN","IL","Private 4 Year",349,1302712,"2013-14"
"170900","LINCOLN COLLEGE","LINCOLN","IL","Private 4 Year",840,3373935,"2013-14"
"171000","LOYOLA UNIVERSITY CHICAGO","CHICAGO","IL","Private 4 Year",2959,12451793,"2013-14"
"171600","MACCORMAC COLLEGE","CHICAGO","IL","Private 2 Year",176,661696,"2013-14"
"171700","MACMURRAY COLLEGE","JACKSONVILLE","IL","Private 4 Year",327,1412548,"2013-14"
"172200","MCKENDREE UNIVERSITY","LEBANON","IL","Private 4 Year",880,3463478,"2013-14"
"172400","MILLIKIN UNIVERSITY","DECATUR","IL","Private 4 Year",898,3680594,"2013-14"
"172500","MONMOUTH COLLEGE","MONMOUTH","IL","Private 4 Year",552,2366897,"2013-14"
"172700","MOODY BIBLE INSTITUTE","CHICAGO","IL","Private 4 Year",1227,4269105,"2013-14"
"172800","MORTON COLLEGE","CICERO","IL","Public 2 Year",2416,8007245,"2013-14"
"173200","NATIONAL UNIV OF HEALTH SCIENCES","LOMBARD","IL","Private 4 Year",57,177464,"2013-14"
"173300","NATIONAL-LOUIS UNIVERSITY","CHICAGO","IL","Private 4 Year",905,2942473,"2013-14"
"173400","NORTH CENTRAL COLLEGE","NAPERVILLE","IL","Private 4 Year",756,2824383,"2013-14"
"173500","NORTH PARK UNIVERSITY","CHICAGO","IL","Private 4 Year",894,3583944,"2013-14"
"173700","NORTHERN ILLINOIS UNIVERSITY","DEKALB","IL","Public 4 Year",7224,30338043,"2013-14"
"173900","NORTHWESTERN UNIV","EVANSTON","IL","Private 4 Year",1300,5361462,"2013-14"
"174100","OLIVET NAZARENE UNIVERSITY","BOURBONNAIS","IL","Private 4 Year",1174,4564078,"2013-14"
"174200","IL EASTERN COMM COLGS-OLNEY CENTRAL","OLNEY","IL","Public 2 Year",607,2178279,"2013-14"
"174500","QUINCY UNIVERSITY","QUINCY","IL","Private 4 Year",513,2087049,"2013-14"
"174600","ROBERT MORRIS UNIVERSITY ILLINOIS","CHICAGO","IL","Private 4 Year",2184,8682444,"2013-14"
"174700","ROCK VALLEY COLLEGE","ROCKFORD","IL","Public 2 Year",3583,11025215,"2013-14"
"174800","ROCKFORD UNIVERSITY","ROCKFORD","IL","Private 4 Year",560,2172543,"2013-14"
"174900","ROOSEVELT UNIVERSITY","CHICAGO","IL","Private 4 Year",1782,6645787,"2013-14"
"175000","DOMINICAN UNIVERSITY","RIVER FOREST","IL","Private 4 Year",1086,4692622,"2013-14"
"175200","SAUK VALLEY COMMUNITY COLLEGE","DIXON","IL","Public 2 Year",1106,3297208,"2013-14"
"175300","SCHOOL OF ART INSTITUTE OF CHICAGO","CHICAGO","IL","Private 4 Year",620,2613965,"2013-14"
"175600","SHIMER COLLEGE","CHICAGO","IL","Private 4 Year",46,203433,"2013-14"
"175700","SOUTHEASTERN ILLINOIS COLLEGE","HARRISBURG","IL","Public 2 Year",787,2729282,"2013-14"
"175800","SOUTHERN ILL UNIV-CARBONDALE","CARBONDALE","IL","Public 4 Year",5991,24867989,"2013-14"
"175900","SOUTHERN ILL UNIV-EDWARDSVILLE","EDWARDSVILLE","IL","Public 4 Year",4162,16716042,"2013-14"
"176700","BENEDICTINE UNIVERSITY","LISLE","IL","Private 4 Year",1703,7006392,"2013-14"
"176800","ST XAVIER UNIVERSITY","CHICAGO","IL","Private 4 Year",1555,6441367,"2013-14"
"176900","SOUTH SUBURBAN COLLEGE","SOUTH HOLLAND","IL","Public 2 Year",4060,12400859,"2013-14"
"177100","TRINITY CHRISTIAN COLLEGE","PALOS HEIGHTS","IL","Private 4 Year",515,1795178,"2013-14"
"177200","TRINITY INTERNATIONAL UNIVERSITY","DEERFIELD","IL","Private 4 Year",480,1923980,"2013-14"
"177300","TRITON COLLEGE","RIVER GROVE","IL","Public 2 Year",4040,13142220,"2013-14"
"177400","UNIVERSITY OF CHICAGO","CHICAGO","IL","Private 4 Year",710,2958487,"2013-14"
"177500","UNIV OF ILLINOIS @ URBANA-CHAMPAIGN","CHAMPAIGN","IL","Public 4 Year",6811,30083451,"2013-14"
